method,split,AUUC_version,AUUC,AUUC_thout,AUUC_emp
Oracle,10,AUUC_cr_V1,1393.1083360725788,893.749999998021,1344.8080665348573
Oracle,10,AUUC_cr_V2,1084.626502510548,893.7499999980154,1194.7610532794502
Oracle,10,AUUC_cr_V1V2(0.5),1238.8674192915616,893.7499999980088,1269.7845599071625
NO0.1,10,AUUC_cr_V1,1393.1083360725788,893.749999998021,1344.8080665348573
NO0.1,10,AUUC_cr_V2,1084.626502510548,893.7499999980154,1194.7610532794502
NO0.1,10,AUUC_cr_V1V2(0.5),1238.8674192915616,893.7499999980088,1269.7845599071625
NO0.5,10,AUUC_cr_V1,1414.163022794187,883.7499999971601,1363.4057735503884
NO0.5,10,AUUC_cr_V2,1050.6340920684243,883.7499999971548,1131.466239529307
NO0.5,10,AUUC_cr_V1V2(0.5),1232.3985574313044,883.7499999971494,1247.4360065398564
NO1.0,10,AUUC_cr_V1,1353.8259264571718,858.7499999994667,1313.0369625919905
NO1.0,10,AUUC_cr_V2,942.5287843130662,858.7499999994611,1036.1208165481194
NO1.0,10,AUUC_cr_V1V2(0.5),1148.177355385118,858.7499999994559,1174.5788895700637
NO2.0,10,AUUC_cr_V1,1314.088737491565,846.2499999980888,1289.571190999513
NO2.0,10,AUUC_cr_V2,889.175587792825,846.2499999980831,1019.3245853817833
NO2.0,10,AUUC_cr_V1V2(0.5),1101.632162642194,846.2499999980779,1154.4478881906568
RAND,11,AUUC_cr_V1,1033.273710262963,562.5000000009513,950.9160430490651
RAND,11,AUUC_cr_V2,1033.2737102629544,562.5000000009568,950.916043049041
RAND,11,AUUC_cr_V1V2(0.5),1033.273710262969,562.5000000009659,950.9160430490501
Oracle,11,AUUC_cr_V1,1309.4892523417636,893.7499999980417,1344.8080665348573
Oracle,11,AUUC_cr_V2,1496.5755541880455,893.7499999980405,1194.7610532794502
Oracle,11,AUUC_cr_V1V2(0.5),1403.0324032649078,893.7499999980447,1269.7845599071625
NO0.1,11,AUUC_cr_V1,1309.4892523417636,893.7499999980417,1344.8080665348573
NO0.1,11,AUUC_cr_V2,1496.5755541880455,893.7499999980405,1194.7610532794502
NO0.1,11,AUUC_cr_V1V2(0.5),1403.0324032649078,893.7499999980447,1269.7845599071625
NO0.5,11,AUUC_cr_V1,1268.7473976562706,866.2499999963119,1314.9125142409164
NO0.5,11,AUUC_cr_V2,1485.926122078193,866.2499999963111,1307.4959274976002
NO0.5,11,AUUC_cr_V1V2(0.5),1377.3367598672353,866.2499999963158,1311.2042208692676
NO1.0,11,AUUC_cr_V1,1196.7332943409033,818.7499999964879,1251.7993182351618
NO1.0,11,AUUC_cr_V2,1471.3690726825746,818.7499999964878,1307.1403131113693
NO1.0,11,AUUC_cr_V1V2(0.5),1334.0511835117434,818.7499999964922,1279.4698156732748
NO2.0,11,AUUC_cr_V1,1196.7332943409033,818.7499999964879,1251.7993182351618
NO2.0,11,AUUC_cr_V2,1471.3690726825746,818.7499999964878,1307.1403131113693
NO2.0,11,AUUC_cr_V1V2(0.5),1334.0511835117434,818.7499999964922,1279.4698156732748
RAND,12,AUUC_cr_V1,1065.0073805969255,562.5000000009786,950.9160430490651
RAND,12,AUUC_cr_V2,1065.007380596926,562.500000000975,950.916043049041
RAND,12,AUUC_cr_V1V2(0.5),1065.0073805969314,562.5000000009732,950.9160430490501
Oracle,12,AUUC_cr_V1,1500.220068387042,893.7499999980316,1344.8080665348573
Oracle,12,AUUC_cr_V2,1165.9155129044434,893.7499999980453,1194.7610532794502
Oracle,12,AUUC_cr_V1V2(0.5),1333.0677906457454,893.7499999980308,1269.7845599071625
NO0.1,12,AUUC_cr_V1,1500.220068387042,893.7499999980316,1344.8080665348573
NO0.1,12,AUUC_cr_V2,1165.9155129044434,893.7499999980453,1194.7610532794502
NO0.1,12,AUUC_cr_V1V2(0.5),1333.0677906457454,893.7499999980308,1269.7845599071625
NO0.5,12,AUUC_cr_V1,1465.1909622056878,878.7499999996286,1310.279873290333
NO0.5,12,AUUC_cr_V2,1107.6731288158555,878.7499999996422,1100.9443760542547
NO0.5,12,AUUC_cr_V1V2(0.5),1286.4320455107743,878.7499999996289,1205.6121246723028
NO1.0,12,AUUC_cr_V1,1472.5120723331192,861.2500000004978,1306.1559721903307
NO1.0,12,AUUC_cr_V2,1165.0915380995605,861.250000000511,1149.130511988501
NO1.0,12,AUUC_cr_V1V2(0.5),1318.8018052163422,861.2500000004984,1227.6432420894243
NO2.0,12,AUUC_cr_V1,1402.7466929252557,806.2500000002053,1245.9394617550288
NO2.0,12,AUUC_cr_V2,1149.1795726147502,806.2500000002178,1128.5239285639493
NO2.0,12,AUUC_cr_V1V2(0.5),1275.9631327700054,806.2500000002066,1187.2316951594973
RAND,13,AUUC_cr_V1,1046.274160677735,562.5000000010177,950.9160430490651
RAND,13,AUUC_cr_V2,1046.2741606777527,562.500000001015,950.916043049041
RAND,13,AUUC_cr_V1V2(0.5),1046.2741606777417,562.5000000010168,950.9160430490501
Oracle,13,AUUC_cr_V1,1441.0123329563783,893.7499999981028,1344.8080665348573
Oracle,13,AUUC_cr_V2,1261.3145192336187,893.7499999981122,1194.7610532794502
Oracle,13,AUUC_cr_V1V2(0.5),1351.1634260950032,893.7499999981046,1269.7845599071625
NO0.1,13,AUUC_cr_V1,1441.0123329563783,893.7499999981028,1344.8080665348573
NO0.1,13,AUUC_cr_V2,1261.3145192336187,893.7499999981122,1194.7610532794502
NO0.1,13,AUUC_cr_V1V2(0.5),1351.1634260950032,893.7499999981046,1269.7845599071625
NO0.5,13,AUUC_cr_V1,1384.41728931454,843.7499999979502,1274.6623097725167
NO0.5,13,AUUC_cr_V2,1243.4194219345072,843.7499999979589,1242.2407553705116
NO0.5,13,AUUC_cr_V1V2(0.5),1313.9183556245273,843.7499999979525,1258.4515325715224
NO1.0,13,AUUC_cr_V1,1318.3755529986238,791.249999997437,1203.5124282989018
NO1.0,13,AUUC_cr_V2,1251.4406123982576,791.2499999974457,1258.0787117452792
NO1.0,13,AUUC_cr_V1V2(0.5),1284.9080826984432,791.2499999974397,1230.7955700220982
NO2.0,13,AUUC_cr_V1,1242.701535438825,718.7499999951156,1134.1746083981818
NO2.0,13,AUUC_cr_V2,1257.5561448841863,718.7499999951226,1288.143611889064
NO2.0,13,AUUC_cr_V1V2(0.5),1250.128840161508,718.7499999951186,1211.1591101436306
