method,split,AUUC_version,AUUC,AUUC_thout,AUUC_emp
NO1.0,12,AUUC_cr_V1V2(0.5),1106.1662079213531,861.2500000000031,1106.1662079213531
NO2.0,12,AUUC_cr_V1,946.5569253354213,806.2500000000014,946.5569253354213
NO2.0,12,AUUC_cr_V2,1146.1362266588942,806.25,1146.1362266588942
NO2.0,12,AUUC_cr_V1V2(0.5),1046.3465759971575,806.2500000000031,1046.3465759971575
RAND,13,AUUC_cr_V1,733.0129532550122,562.5000000000009,733.0129532550122
RAND,13,AUUC_cr_V2,733.0129532550309,562.5,733.0129532550309
RAND,13,AUUC_cr_V1V2(0.5),733.0129532550109,562.5,733.0129532550109
Oracle,13,AUUC_cr_V1,1134.419895047238,893.7500000000016,1134.419895047238
Oracle,13,AUUC_cr_V2,934.1579645822743,893.75,934.1579645822743
Oracle,13,AUUC_cr_V1V2(0.5),1034.2889298147581,893.7500000000026,1034.2889298147581
NO0.1,13,AUUC_cr_V1,1134.419895047238,893.7500000000016,1134.419895047238
NO0.1,13,AUUC_cr_V2,934.1579645822743,893.75,934.1579645822743
NO0.1,13,AUUC_cr_V1V2(0.5),1034.2889298147581,893.7500000000026,1034.2889298147581
NO0.5,13,AUUC_cr_V1,1061.8863865404974,843.7500000000016,1061.8863865404974
NO0.5,13,AUUC_cr_V2,959.9496082037241,843.75,959.9496082037241
NO0.5,13,AUUC_cr_V1V2(0.5),1010.9179973721135,843.7500000000031,1010.9179973721135
NO1.0,13,AUUC_cr_V1,986.8631868392616,791.2500000000014,986.8631868392616
NO1.0,13,AUUC_cr_V2,961.6003253904289,791.25,961.6003253904289
NO1.0,13,AUUC_cr_V1V2(0.5),974.2317561148483,791.2500000000031,974.2317561148483
NO2.0,13,AUUC_cr_V1,904.6559437678043,718.750000000001,904.6559437678043
NO2.0,13,AUUC_cr_V2,889.7173526325091,718.75,889.7173526325091
NO2.0,13,AUUC_cr_V1V2(0.5),897.1866482001595,718.7500000000031,897.1866482001595
RAND,14,AUUC_cr_V1,554.8220925607493,562.5000000000009,554.8220925607493
RAND,14,AUUC_cr_V2,554.8220925607384,562.5,554.8220925607384
RAND,14,AUUC_cr_V1V2(0.5),554.8220925607584,562.5,554.8220925607584
Oracle,14,AUUC_cr_V1,892.1678593274629,893.7500000000016,892.1678593274629
Oracle,14,AUUC_cr_V2,1308.6480142575622,893.75,1308.6480142575622
Oracle,14,AUUC_cr_V1V2(0.5),1100.4079367925212,893.7500000000026,1100.4079367925212
NO0.1,14,AUUC_cr_V1,884.8650876780035,891.2500000000016,884.8650876780035
NO0.1,14,AUUC_cr_V2,1344.7695237477285,891.25,1344.7695237477285
NO0.1,14,AUUC_cr_V1V2(0.5),1114.8173057128747,891.2500000000024,1114.8173057128747
NO0.5,14,AUUC_cr_V1,824.5789009804906,871.2500000000016,824.5789009804906
NO0.5,14,AUUC_cr_V2,1274.553412789615,871.25,1274.553412789615
NO0.5,14,AUUC_cr_V1V2(0.5),1049.5661568850599,871.2500000000017,1049.5661568850599
NO1.0,14,AUUC_cr_V1,805.8428636830488,846.2500000000016,805.8428636830488
NO1.0,14,AUUC_cr_V2,1353.1413280463428,846.25,1353.1413280463428
NO1.0,14,AUUC_cr_V1V2(0.5),1079.4920958647026,846.2500000000011,1079.4920958647026
NO2.0,14,AUUC_cr_V1,766.1557435652828,816.2500000000014,766.1557435652828
NO2.0,14,AUUC_cr_V2,1288.2041612659164,816.25,1288.2041612659164
NO2.0,14,AUUC_cr_V1V2(0.5),1027.179952415606,816.2500000000011,1027.179952415606
RAND,15,AUUC_cr_V1,664.2063773204127,562.5000000000009,664.2063773204127
RAND,15,AUUC_cr_V2,664.2063773203845,562.5,664.2063773203845
RAND,15,AUUC_cr_V1V2(0.5),664.2063773204009,562.5,664.2063773204009
Oracle,15,AUUC_cr_V1,865.4650328710169,893.7500000000016,865.4650328710169
Oracle,15,AUUC_cr_V2,884.66608161393,893.75,884.66608161393
Oracle,15,AUUC_cr_V1V2(0.5),875.0655572424732,893.7500000000026,875.0655572424732
NO0.1,15,AUUC_cr_V1,865.4650328710169,893.7500000000016,865.4650328710169
NO0.1,15,AUUC_cr_V2,884.66608161393,893.75,884.66608161393
NO0.1,15,AUUC_cr_V1V2(0.5),875.0655572424732,893.7500000000026,875.0655572424732
NO0.5,15,AUUC_cr_V1,818.6698330198807,886.2500000000016,818.6698330198807
NO0.5,15,AUUC_cr_V2,860.6882359774559,886.25,860.6882359774559
NO0.5,15,AUUC_cr_V1V2(0.5),839.6790344986688,886.2500000000026,839.6790344986688
NO1.0,15,AUUC_cr_V1,768.5280261621513,853.7500000000016,768.5280261621513
NO1.0,15,AUUC_cr_V2,762.3973355812532,853.75,762.3973355812532
NO1.0,15,AUUC_cr_V1V2(0.5),765.4626808717027,853.7500000000033,765.4626808717027
NO2.0,15,AUUC_cr_V1,757.222198201931,816.2500000000016,757.222198201931
NO2.0,15,AUUC_cr_V2,713.4350330571452,816.25,713.4350330571452
NO2.0,15,AUUC_cr_V1V2(0.5),735.3286156295396,816.2500000000033,735.3286156295396
RAND,16,AUUC_cr_V1,612.3555746263373,562.5000000000009,612.3555746263373
RAND,16,AUUC_cr_V2,612.3555746263228,562.5,612.3555746263228
RAND,16,AUUC_cr_V1V2(0.5),612.3555746263246,562.5,612.3555746263246
Oracle,16,AUUC_cr_V1,891.9238272155654,893.7500000000016,891.9238272155654
Oracle,16,AUUC_cr_V2,851.8051535169109,893.75,851.8051535169109
Oracle,16,AUUC_cr_V1V2(0.5),871.8644903662295,893.7500000000026,871.8644903662295
NO0.1,16,AUUC_cr_V1,909.0646365185356,891.2500000000016,909.0646365185356
NO0.1,16,AUUC_cr_V2,869.4992912984542,891.25,869.4992912984542
NO0.1,16,AUUC_cr_V1V2(0.5),889.2819639084863,891.2500000000024,889.2819639084863
NO0.5,16,AUUC_cr_V1,922.4557533314464,876.2500000000016,922.4557533314464
NO0.5,16,AUUC_cr_V2,906.9509409213189,876.25,906.9509409213189
NO0.5,16,AUUC_cr_V1V2(0.5),914.7033471263748,876.2500000000019,914.7033471263748
NO1.0,16,AUUC_cr_V1,906.1921396506224,861.2500000000016,906.1921396506224
NO1.0,16,AUUC_cr_V2,873.8945127163898,861.25,873.8945127163898
NO1.0,16,AUUC_cr_V1V2(0.5),890.0433261834984,861.2500000000019,890.0433261834984
NO2.0,16,AUUC_cr_V1,919.5414876921803,851.2500000000016,919.5414876921803
NO2.0,16,AUUC_cr_V2,849.7492523288608,851.25,849.7492523288608
NO2.0,16,AUUC_cr_V1V2(0.5),884.6453700105134,851.2500000000017,884.6453700105134
RAND,17,AUUC_cr_V1,479.10832337459124,562.5000000000009,479.10832337459124
RAND,17,AUUC_cr_V2,479.1083233746285,562.5,479.1083233746285
RAND,17,AUUC_cr_V1V2(0.5),479.1083233745976,562.5,479.1083233745976
Oracle,17,AUUC_cr_V1,840.0919488994186,893.7500000000016,840.0919488994186
Oracle,17,AUUC_cr_V2,933.6432990877479,893.75,933.6432990877479
Oracle,17,AUUC_cr_V1V2(0.5),886.8676239935759,893.7500000000026,886.8676239935759
NO0.1,17,AUUC_cr_V1,840.0919488994186,893.7500000000016,840.0919488994186
NO0.1,17,AUUC_cr_V2,933.6432990877479,893.75,933.6432990877479
NO0.1,17,AUUC_cr_V1V2(0.5),886.8676239935759,893.7500000000026,886.8676239935759
NO0.5,17,AUUC_cr_V1,803.8316244805657,866.2500000000016,803.8316244805657
NO0.5,17,AUUC_cr_V2,974.7205298136327,866.25,974.7205298136327
NO0.5,17,AUUC_cr_V1V2(0.5),889.2760771470925,866.2500000000033,889.2760771470925
NO1.0,17,AUUC_cr_V1,720.3825211032536,813.7500000000014,720.3825211032536
NO1.0,17,AUUC_cr_V2,1008.9311944013647,813.75,1008.9311944013647
